id,genres
370050,Indie
370050,Strategy
375710,Adventure
375710,Indie
383310,Action
383310,Adventure
383310,Casual
383310,Free to Play
383310,Massively Multiplayer
383310,RPG
336510,Free to Play
336510,Simulation
336510,Strategy
326005,Simulation
340620,Action
340620,Strategy
356550,Adventure
356550,Casual
356550,Indie
356550,Simulation
377500,Casual
377500,Indie
377500,Strategy
380000,Casual
380000,Indie
380000,Racing
282620,Action
282620,Indie
282620,Simulation
375550,Action
375550,Casual
375550,Indie
375550,RPG
375550,Early Access
384060,Indie
384060,Strategy
380910,Adventure
380910,Casual
380910,Indie
367050,Action
367050,Casual
367050,Indie
361842,Racing
361842,Simulation
361930,Casual
361930,Indie
361930,Simulation
383670,Casual
383670,Indie
362970,Indie
384300,Utilities
383510,Animation &amp; Modeling
383510,Design &amp; Illustration
382380,Adventure
382380,Casual
382380,Indie
382380,RPG
384420,nan
372300,Adventure
372300,Indie
371300,nan
383400,Adventure
383400,Free to Play
383400,Massively Multiplayer
383400,RPG
383400,Strategy
366590,Indie
382620,nan
383010,Action
383010,Casual
383010,Indie
383010,Early Access
385570,Indie
385570,RPG
385570,Strategy
383660,Indie
383660,RPG
383660,Strategy
367580,Casual
367580,Indie
367570,Action
367570,Indie
252950,Action
252950,Indie
252950,Racing
252950,Sports
383130,Action
383130,Adventure
383130,Casual
383130,Indie
383130,RPG
383130,Strategy
359160,Action
359160,Casual
359160,Indie
383330,Indie
383330,Strategy
383520,Indie
383520,RPG
383520,Strategy
274920,Animation &amp; Modeling
274920,Video Production
360590,Action
360590,Adventure
360590,Casual
360590,Indie
360590,Massively Multiplayer
360590,RPG
360590,Simulation
360590,Strategy
319280,Action
319280,Indie
340270,Casual
340270,Indie
377170,Casual
377170,Indie
384560,Casual
384560,Indie
369773,Casual
369773,Simulation
245173,Action
245173,Indie
382690,nan
370600,Casual
370600,Racing
370600,Sports
372720,Indie
372200,Adventure
372200,Casual
372200,Indie
372200,RPG
385220,Action
385220,Adventure
385220,Indie
286570,Racing
286570,Sports
385520,Casual
381560,Casual
381560,Free to Play
381560,Strategy
382700,nan
385460,Racing
385460,Sports
359250,Adventure
359250,Casual
359250,Indie
385470,Casual
385470,Simulation
385470,Strategy
369570,Indie
369570,Racing
381790,Action
381790,Casual
381790,Indie
381790,Racing
381790,Simulation
381790,Sports
364326,Simulation
375930,Action
375930,Adventure
375930,Casual
375930,Indie
375930,Strategy
332400,Action
332400,Adventure
332400,Casual
332400,Indie
332400,RPG
332400,Strategy
326520,Casual
361880,Action
361880,Adventure
361880,Casual
361880,Indie
361880,Simulation
361880,Sports
384890,Adventure
384890,Indie
384890,Simulation
384890,Strategy
385930,Action
385930,Adventure
385930,Indie
372030,Action
372030,Indie
269770,Action
269770,Adventure
269770,Indie
269770,RPG
269770,Early Access
363600,Indie
363600,Simulation
379350,Action
379350,Adventure
383810,Action
383810,Indie
292050,Action
292050,Indie
292050,RPG
293260,Free to Play
293260,RPG
293260,Strategy
359960,Action
359960,Indie
359960,Massively Multiplayer
270910,Action
270910,Indie
270910,Strategy
356370,Free to Play
356370,Sports
311820,Action
311820,Indie
311820,Racing
386760,Indie
382660,nan
377290,Action
377290,Indie
361950,Adventure
361950,Casual
361950,Simulation
361950,Strategy
383560,Adventure
383560,Indie
384900,Action
384900,Simulation
384900,Strategy
384900,Early Access
368730,Action
368730,Adventure
368730,Casual
368730,Indie
343630,Action
343630,Casual
343630,Free to Play
343630,Strategy
375870,Indie
375870,Early Access
382480,Action
382480,Adventure
382480,Indie
382480,RPG
382480,Early Access
380360,Action
380360,Casual
380360,Free to Play
380360,Indie
380360,RPG
385630,Action
385630,Indie
385590,Indie
385590,RPG
280360,Adventure
280360,Indie
280360,RPG
280360,Simulation
280360,Strategy
387230,Action
387230,Massively Multiplayer
387230,Racing
387230,RPG
387230,Simulation
359450,Action
359450,Indie
384220,Adventure
384220,Casual
384220,Indie
384221,Adventure
384221,Casual
384221,Indie
384222,Adventure
384222,Casual
384222,Indie
384223,Adventure
384223,Casual
384223,Indie
384224,Adventure
384224,Casual
384224,Indie
386160,Action
388730,Adventure
388730,Indie
388710,Adventure
388710,Indie
388710,RPG
388710,Simulation
388710,Strategy
382790,nan
382760,nan
354200,Action
354200,Adventure
354200,Free to Play
354200,Indie
354200,Massively Multiplayer
354200,RPG
385870,Indie
362980,Casual
362980,Indie
362980,RPG
379370,Action
373360,Action
373360,Adventure
373360,Indie
386330,Action
386330,Adventure
386330,RPG
386330,Strategy
388670,Action
388670,Indie
370360,Indie
370360,Simulation
387460,nan
319570,Action
319570,Casual
319570,Free to Play
319570,Indie
319570,RPG
319570,Strategy
382740,nan
376560,Adventure
376560,Casual
376560,Indie
386600,Action
386600,Free to Play
386600,Indie
386600,Early Access
388340,Indie
382750,nan
388390,Casual
388390,Indie
388390,Sports
388390,Strategy
345040,Casual
345040,Indie
389180,Action
389180,Casual
389180,Indie
310890,Action
310890,Indie
310890,RPG
310890,Strategy
381151,Action
381151,Casual
381151,Massively Multiplayer
381152,Action
381152,Casual
381152,Massively Multiplayer
316430,Action
316430,Strategy
334771,Racing
334771,Simulation
334771,Sports
354426,Action
341870,Action
341870,Adventure
341870,Indie
351552,Action
384270,Indie
368160,Casual
368160,Indie
369782,Casual
369782,Simulation
369785,Casual
369785,Simulation
369784,Casual
369784,Simulation
369786,Casual
369786,Simulation
369783,Casual
369783,Simulation
369787,Casual
369787,Simulation
386820,Strategy
344122,Strategy
344121,Strategy
333815,Action
333815,Adventure
333813,Action
333813,Adventure
333816,Action
333816,Adventure
333817,Action
333817,Adventure
333811,Action
333811,Adventure
388090,Action
388090,Indie
388090,Strategy
385960,Strategy
389460,Action
389460,Casual
389460,Indie
389460,Simulation
362310,Action
362310,Indie
362310,RPG
362310,Early Access
386260,Action
386260,Casual
386260,Indie
386260,RPG
386260,Simulation
386260,Strategy
376350,Action
376350,Casual
361550,Adventure
361550,Indie
345180,Action
345180,Adventure
345180,Indie
345180,RPG
380710,Adventure
380710,Indie
374120,nan
278590,Casual
278590,Indie
278590,RPG
388270,Casual
388270,Simulation
388270,Sports
388270,Strategy
346430,Indie
385900,Adventure
385900,Casual
385900,Indie
385900,RPG
365850,Action
365850,Indie
371690,Action
371690,Casual
371690,Indie
371690,RPG
340960,Indie
340960,Simulation
340960,Sports
340960,Early Access
387550,nan
387480,nan
389240,nan
378730,Action
378730,Indie
378730,Racing
377720,Adventure
377720,Casual
388160,Casual
388160,Indie
387590,nan
341010,Action
341010,Adventure
341010,Indie
341010,Early Access
348340,Casual
348340,Indie
381220,Action
381220,Casual
381220,Indie
381220,RPG
381220,Simulation
381220,Strategy
378830,Adventure
378830,Indie
378830,RPG
350780,Action
350780,Adventure
350780,Indie
370780,Adventure
370780,Casual
370780,Indie
370780,RPG
389840,Action
389840,Indie
389840,Racing
389840,Simulation
357750,Action
357750,Adventure
357750,Indie
317730,Action
317730,Adventure
317730,Indie
317730,Simulation
317730,Early Access
388500,Action
388500,Casual
388500,Indie
377220,Casual
377220,Indie
377220,Strategy
377220,Early Access
387270,Casual
387270,Indie
387270,Strategy
280010,Action
280010,Indie
280010,Early Access
391590,Adventure
367990,Action
367990,Simulation
367990,Sports
377470,Adventure
377470,Indie
388780,Adventure
388780,Casual
388780,Indie
388780,RPG
388780,Simulation
387630,nan
324730,Adventure
324730,Indie
324730,RPG
387890,Casual
387890,Indie
387620,nan
292600,Action
292600,Indie
383050,Indie
383050,Strategy
301860,Adventure
301860,Indie
389830,Adventure
389830,Indie
381610,Action
381610,Indie
390060,Action
390060,Indie
375430,Adventure
375430,Indie
375430,RPG
388680,Adventure
388680,Indie
386580,Indie
386580,Simulation
386580,Strategy
380700,Action
380700,Adventure
380700,Casual
380700,Indie
391840,Indie
391840,Massively Multiplayer
391840,Simulation
391840,Strategy
391830,Indie
391830,Massively Multiplayer
391830,Simulation
391830,Strategy
379241,Simulation
376140,Free to Play
376140,Indie
376140,Massively Multiplayer
376140,Strategy
379390,Casual
369794,Casual
369794,Simulation
369795,Casual
369795,Simulation
369797,Casual
369797,Simulation
369796,Casual
369796,Simulation
386570,Indie
386570,Simulation
386570,Strategy
347830,RPG
374230,Action
374230,Casual
374230,Indie
374950,Adventure
374950,Indie
390120,Adventure
390120,Indie
383710,Action
383120,Adventure
383120,Indie
383120,Simulation
383120,Strategy
383120,Early Access
368780,Casual
368780,Indie
368780,Strategy
386990,Indie
386990,Simulation
385710,Action
385710,Adventure
385710,Indie
383540,nan
387640,nan
393560,Utilities
387070,Action
387070,Adventure
387070,Indie
387070,Simulation
392400,Action
392400,Adventure
392400,Indie
387860,Adventure
387860,Free to Play
387860,Indie
387860,RPG
393540,Racing
393540,Sports
315860,Indie
315860,RPG
343595,Action
355450,Casual
355450,Indie
354270,Action
354270,Indie
390660,Action
390660,Indie
355120,Casual
355120,Indie
355120,Strategy
272330,Action
272330,Indie
388790,Indie
388790,Strategy
337210,Adventure
337210,Indie
337210,RPG
337210,Strategy
300780,Action
300780,Adventure
300780,Indie
300780,RPG
240620,Action
240620,Adventure
240620,Indie
240620,RPG
391740,Action
391740,Adventure
391740,Indie
365660,Action
365660,Indie
365660,Sports
369798,Casual
369798,Simulation
369799,Casual
369799,Simulation
369800,Casual
369800,Simulation
391433,Action
391433,Strategy
386900,Indie
386900,Strategy
379760,Indie
391900,Indie
391900,Strategy
340260,Free to Play
340260,Indie
340260,Strategy
365720,RPG
393550,Adventure
393550,Casual
393550,Indie
365450,Indie
365450,Simulation
390890,Action
390890,Adventure
390890,Indie
392450,Adventure
392450,Free to Play
392450,Indie
391680,Action
391680,Indie
391680,Racing
391680,Sports
393580,Action
393580,Indie
393580,Racing
393580,Sports
386840,Indie
386840,Strategy
365680,Action
365680,Indie
393990,Action
393990,Casual
393990,Indie
393990,Strategy
384280,Action
384280,Adventure
384280,Indie
391260,Action
391260,Adventure
391260,Indie
391260,RPG
379541,Simulation
394810,Indie
394810,RPG
394810,Strategy
394811,Indie
394811,RPG
394811,Strategy
390750,Indie
390750,RPG
390750,Strategy
392890,Racing
392890,Simulation
271360,Simulation
271360,Strategy
381900,Indie
250540,Action
250540,Indie
250540,RPG
250540,Strategy
250540,Early Access
390570,Casual
390570,Indie
394400,Casual
394400,Indie
368310,Casual
368310,Indie
368310,Simulation
390510,Indie
390510,Strategy
390980,Action
390980,Strategy
382490,Action
382490,Free to Play
382490,Indie
340170,Action
340170,RPG
339230,Action
339230,Adventure
307620,Action
307620,Indie
386070,Strategy
380990,Action
380990,Indie
369803,Casual
369803,Simulation
369804,Casual
369804,Simulation
369805,Casual
369805,Simulation
369806,Casual
369806,Simulation
376760,Casual
376770,Casual
395690,Action
395690,Adventure
395690,Indie
395690,RPG
395690,Simulation
395690,Strategy
369807,Casual
369807,Simulation
392700,Strategy
361841,Racing
361841,Simulation
366050,Adventure
366050,Casual
366050,Indie
366050,Sports
395150,Action
395150,Adventure
395150,Indie
395150,Strategy
395150,Early Access
391660,Adventure
391660,Indie
391660,RPG
355350,Action
355350,Indie
354640,Free to Play
354640,Simulation
354640,Strategy
343560,Indie
348980,Action
348980,Adventure
348980,Casual
348980,Indie
348980,Strategy
330270,Action
330270,Indie
330270,RPG
347510,Action
347510,Casual
347510,Indie
366450,Action
366450,Adventure
366450,Casual
366450,Indie
366450,Simulation
337180,Action
394900,nan
324400,Indie
324400,Strategy
375950,Casual
375950,Free to Play
375950,Indie
375950,Simulation
388980,Animation &amp; Modeling
391580,Casual
391580,Indie
391580,Simulation
391580,Sports
391580,Strategy
358650,Action
358650,Indie
322950,Casual
322950,Indie
322950,Simulation
322950,Sports
322950,Strategy
378710,Casual
378710,Free to Play
378710,Indie
378710,Simulation
269690,Adventure
269690,Indie
269690,RPG
393700,Audio Production
393700,Utilities
393700,Video Production
393720,Audio Production
393720,Utilities
393720,Video Production
393690,Audio Production
393690,Utilities
393690,Video Production
354900,Action
354900,Casual
354900,Free to Play
354900,Indie
393710,Audio Production
393710,Utilities
319910,Action
319910,Adventure
319910,Indie
390940,Adventure
390940,Casual
390940,Indie
390940,Simulation
390940,Strategy
374530,Indie
330670,Action
330670,Indie
367710,Casual
367710,Indie
367710,Strategy
396510,Indie
396510,Strategy
396160,Action
396160,Adventure
396160,Indie
396160,RPG
395480,Action
395480,Adventure
395480,Casual
395480,Indie
395480,Early Access
392930,Action
392930,Adventure
392930,Casual
392930,Indie
392930,RPG
392930,Simulation
392930,Strategy
396610,Action
396610,Indie
396620,Action
396620,Indie
380540,Action
380540,Adventure
380540,Indie
391030,RPG
372570,Adventure
395051,Strategy
380840,Action
380840,Free to Play
380840,Indie
350970,Action
350970,Adventure
350970,Indie
396730,Adventure
396730,Casual
396730,Indie
395380,Action
395380,Adventure
395380,Casual
395380,Indie
297720,Adventure
297720,Indie
386340,Action
386340,Adventure
386340,Indie
386340,Early Access
348510,Casual
348510,Simulation
336440,Action
336440,Indie
336440,RPG
336440,Early Access
394140,Action
394140,Casual
394140,Indie
277650,Action
277650,Adventure
277650,Indie
277650,RPG
352900,Action
352900,Indie
352900,Racing
392020,Action
392020,Casual
392020,Indie
393650,Action
393650,Casual
393650,Indie
397400,Casual
397400,Indie
397400,Strategy
356130,Free to Play
356130,Indie
356130,Massively Multiplayer
356130,Strategy
395930,Casual
395930,Indie
395930,Simulation
395930,Strategy
298641,Action
298641,Free to Play
298641,Indie
393410,Action
393410,Free to Play
393410,Indie
393410,Massively Multiplayer
393410,Sports
362680,Adventure
362680,Indie
334774,Racing
334774,Simulation
334774,Sports
385260,Free to Play
385260,RPG
310850,Action
310850,Adventure
310850,Indie
394750,Action
394750,Adventure
394750,Indie
394750,RPG
378580,Action
378580,Adventure
378580,Casual
378580,Indie
378580,Simulation
344850,Indie
344850,Simulation
344850,Strategy
325962,Simulation
349220,Adventure
349220,Indie
349220,Massively Multiplayer
349220,RPG
384310,Adventure
384310,Indie
384310,RPG
384310,Simulation
384310,Strategy
386870,Adventure
386870,Casual
386870,Indie
379730,Adventure
379730,Indie
379730,RPG
379730,Simulation
394270,Casual
316890,Adventure
316890,Indie
394730,Action
394730,Adventure
394730,Indie
394090,Indie
394090,Simulation
394090,Strategy
357690,Action
357690,Indie
357690,Strategy
331600,Action
394680,Adventure
394680,Casual
315330,Action
315330,Adventure
315330,Casual
315330,Indie
315330,RPG
315330,Simulation
315330,Strategy
315330,Early Access
369815,Casual
369815,Simulation
395290,Action
395290,Indie
361160,Strategy
399100,Action
399100,Indie
398450,Adventure
398450,Free to Play
399180,Sports
322440,Action
322440,Adventure
322440,Indie
287920,Action
287920,Free to Play
287920,Indie
287920,Massively Multiplayer
287920,RPG
396140,nan
382130,Action
396130,nan
396120,nan
234140,Action
234140,Adventure
394030,Action
394030,Indie
388490,Adventure
388490,Free to Play
378080,Action
378080,Adventure
378080,Indie
378080,RPG
399090,Action
399090,Adventure
399090,Casual
399090,Indie
399090,RPG
384550,Casual
384550,Indie
384550,Simulation
384550,Strategy
392470,Strategy
287700,Action
287700,Adventure
392645,Strategy
392647,Strategy
392646,Strategy
392644,Strategy
392642,Strategy
392641,Strategy
392643,Strategy
392630,Strategy
393400,Action
393400,Adventure
393400,Indie
393400,Strategy
392640,Strategy
388970,Action
388970,Indie
397000,Action
399520,Adventure
399520,Casual
399520,Free to Play
399520,Indie
296970,Adventure
296970,Indie
296970,RPG
296970,Strategy
371210,Action
371210,Adventure
371210,Indie
365870,Action
365870,Adventure
365870,Indie
365870,RPG
387440,Action
387440,Free to Play
386360,Action
386360,Free to Play
331190,Action
331190,Indie
378504,Action
401490,Action
401490,Adventure
401490,Casual
401490,Indie
401490,RPG
401490,Simulation
355630,Adventure
355630,Indie
369817,Casual
369817,Simulation
369816,Casual
369816,Simulation
324270,Adventure
324270,Indie
397121,Action
397121,Free to Play
397121,Massively Multiplayer
397121,Simulation
397122,Action
397122,Free to Play
397122,Massively Multiplayer
397122,Simulation
400500,Action
400500,Indie
400500,Racing
400500,Simulation
399840,Adventure
399840,Free to Play
282660,Utilities
365480,RPG
365480,Strategy
384040,Casual
384040,Indie
384040,Racing
390180,RPG
390180,Simulation
390180,Strategy
274350,Adventure
274350,Indie
395990,Indie
395990,Strategy
394480,Casual
374090,Action
374090,Simulation
374090,Sports
347080,Action
347080,Adventure
390200,Adventure
390200,Casual
401780,Action
401780,Indie
401580,Indie
401580,Simulation
401580,Strategy
398210,Adventure
398210,Indie
397240,Action
397240,Adventure
397240,Indie
391540,Indie
391540,RPG
343463,Strategy
391570,Indie
391570,RPG
252870,nan
359570,Casual
359570,Indie
359570,Strategy
375290,Action
375290,Indie
380640,Action
380640,Indie
400220,Action
400220,Adventure
400220,Indie
400220,RPG
369821,Casual
369821,Simulation
356580,Action
356580,Indie
369822,Casual
369822,Simulation
403280,Action
403280,Casual
403280,Indie
369823,Casual
369823,Simulation
369820,Casual
369820,Simulation
402950,Action
402950,Adventure
402950,Casual
402950,Indie
402950,Simulation
402950,Strategy
397870,Indie
397870,Strategy
403550,Casual
403550,Indie
397490,Casual
397490,Indie
372340,Action
372340,Adventure
372340,Indie
372340,RPG
372340,Early Access
396860,Casual
396860,Indie
353640,Casual
353640,Indie
353640,Simulation
353640,Strategy
400580,Indie
400580,RPG
400580,Simulation
400580,Strategy
403440,Action
403440,Indie
403440,RPG
391120,Adventure
393290,Racing
384660,Indie
384660,Strategy
403010,Action
403010,Indie
403010,Simulation
380020,Action
380020,Adventure
380020,Indie
373240,Adventure
401190,Action
401190,Adventure
401190,Indie
401190,Simulation
382270,Casual
382270,Indie
365560,Strategy
390220,Indie
390220,Simulation
24010,Simulation
402160,Indie
402160,Simulation
402160,Strategy
402160,Early Access
284260,Indie
238240,Action
238240,Adventure
238240,Indie
238240,RPG
300280,Adventure
300280,Indie
403900,Action
403900,Indie
395450,Adventure
395450,Indie
346090,Adventure
346090,Indie
338760,Action
338760,Indie
376680,Casual
376680,Strategy
287840,Action
287840,Adventure
287840,Indie
400720,Action
400720,Adventure
400720,Indie
400721,Action
400721,Adventure
400721,Indie
400120,Action
400120,Indie
392070,Indie
392070,Sports
324190,Action
324190,Adventure
324190,Indie
324190,Simulation
324190,Early Access
397580,Action
397580,Indie
403140,Indie
403140,Sports
402210,Adventure
344820,Indie
344820,RPG
344820,Simulation
344820,Strategy
344820,Early Access
382650,nan
387110,Action
387110,Casual
387110,Indie
297142,Animation &amp; Modeling
297142,Design &amp; Illustration
297142,Web Publishing
369826,Casual
369826,Simulation
369825,Casual
369825,Simulation
392780,Casual
392780,Indie
392810,Casual
392810,Indie
399270,Action
399270,Indie
399270,RPG
403910,Action
403910,Indie
403910,RPG
403910,Strategy
391520,Indie
391520,Simulation
391520,Early Access
403740,Casual
403740,RPG
280600,Action
280600,Indie
280600,RPG
398860,Adventure
395190,Strategy
370020,Action
370020,Indie
370020,RPG
370020,Strategy
392690,Adventure
392690,Indie
392690,Strategy
392690,Early Access
282140,Action
282140,Adventure
282140,Indie
323040,Indie
394280,Adventure
394280,Casual
401200,Adventure
401200,Indie
397990,Action
397990,Indie
348360,Casual
348360,Indie
348360,Simulation
366100,Casual
366100,Indie
366100,RPG
366100,Strategy
375620,Action
375620,Adventure
375620,Indie
375620,Strategy
401090,Animation &amp; Modeling
401090,Design &amp; Illustration
392950,Adventure
392950,Casual
392950,Free to Play
405940,Adventure
405940,Indie
337280,nan
368970,Adventure
368970,Indie
388660,Indie
388660,Simulation
388660,Strategy
363650,Casual
363650,Indie
387870,Action
387870,Casual
387870,Indie
387870,Strategy
402670,Action
402670,Indie
402670,Simulation
394600,Action
394600,Indie
342260,nan
392730,Adventure
392730,Indie
342920,Action
342920,Casual
342920,Indie
385530,Free to Play
385530,Indie
385530,Massively Multiplayer
385530,Strategy
323580,Action
323580,Adventure
323580,Indie
406470,Action
406470,Adventure
406470,Indie
321960,RPG
321960,Strategy
354040,Action
354040,Casual
354040,Indie
354040,Racing
379233,Simulation
379549,Simulation
405070,Casual
405070,Indie
369828,Casual
369828,Simulation
248330,Action
248330,Indie
248330,Racing
369829,Casual
369829,Simulation
390360,Casual
390360,Simulation
334120,Adventure
334120,Indie
398250,Action
398250,Adventure
398250,Indie
398250,Early Access
400410,Adventure
400410,Casual
400410,Indie
400410,Simulation
388470,Indie
388470,Simulation
383720,Adventure
383720,RPG
383720,Simulation
383720,Strategy
403560,Indie
344100,Action
344100,Adventure
344100,Casual
344100,Indie
344100,RPG
397940,Adventure
397940,Casual
397940,Indie
397940,Simulation
386540,Action
386540,Indie
386540,Simulation
386540,Strategy
370270,Action
370270,Adventure
403061,Action
403060,Action
403062,Action
399780,Adventure
399780,Indie
403063,Action
382870,Action
361600,Action
361600,Adventure
361600,Indie
400040,Audio Production
400040,Design &amp; Illustration
400040,Photo Editing
400040,Utilities
400040,Video Production
400040,Web Publishing
399670,Indie
399670,Simulation
382070,Adventure
382070,Indie
406370,Action
406370,Adventure
403890,Action
403890,Adventure
406080,Casual
406080,Indie
406080,Simulation
406080,Strategy
395580,Casual
386590,Adventure
386590,Indie
386590,RPG
386590,Simulation
386590,Early Access
309900,Action
309900,Indie
309900,Early Access
351230,Action
351230,Indie
351230,RPG
401120,Action
401120,Casual
401120,Indie
395640,Racing
374680,Action
374680,Casual
374680,Indie
378750,nan
233450,Indie
233450,Simulation
233450,Strategy
363960,RPG
363960,Strategy
408210,Action
408210,Indie
390362,Casual
390362,Simulation
390363,Casual
390363,Simulation
390364,Casual
390364,Simulation
363020,Animation &amp; Modeling
363020,Utilities
390365,Casual
390365,Simulation
393340,Software Training
347610,Casual
364340,Simulation
379553,Simulation
325970,Simulation
384171,Adventure
384171,Casual
384171,Free to Play
384171,Indie
384170,Adventure
384170,Casual
384170,Free to Play
384170,Indie
407140,Free to Play
407140,Sports
407140,Strategy
404690,Adventure
404690,Indie
396310,Indie
371450,Casual
371450,Indie
398830,Action
398830,Adventure
398830,Casual
398830,Indie
398830,Racing
352760,Action
352760,Indie
352760,Strategy
306350,Action
306350,Racing
306350,Sports
400370,Action
400370,Adventure
405660,Action
405660,Adventure
405660,Indie
405660,Racing
354770,Adventure
354770,Indie
354770,RPG
384010,Action
384010,Casual
384010,Indie
402680,Indie
407150,Action
407150,Adventure
407150,Casual
407150,Indie
407150,Strategy
390367,Casual
390367,Simulation
409360,Action
409360,Indie
409360,RPG
385250,Casual
409630,Action
409630,Indie
381100,Adventure
404810,Casual
404810,Indie
402030,Action
403490,Adventure
403490,RPG
360740,Action
360740,Adventure
360740,Indie
389420,Strategy
243160,Action
243160,Adventure
243160,Indie
408070,Action
408070,Adventure
408070,Indie
274190,Action
274190,Adventure
274190,Casual
274190,Indie
409130,Adventure
409130,Casual
409130,Simulation
410790,Action
410790,Adventure
410790,Casual
410790,Indie
410260,Action
410260,Indie
410260,RPG
398840,Action
398840,Free to Play
398840,Simulation
398840,Strategy
409420,Action
409420,Adventure
409420,Indie
394450,Action
394450,Adventure
394450,RPG
394450,Strategy
382670,nan
263920,Action
263920,Adventure
263920,Indie
263920,RPG
263920,Early Access
397030,Adventure
407700,Action
407700,Adventure
407700,Indie
407700,Massively Multiplayer
407700,RPG
407700,Early Access
391910,nan
399640,Action
399640,Indie
399640,RPG
382160,Action
382160,Adventure
382160,Indie
386550,Audio Production
411530,Adventure
411530,Casual
411530,Simulation
411530,Strategy
402300,Simulation
402300,Strategy
411550,Adventure
411550,Casual
411550,Simulation
411550,Strategy
345030,Simulation
382464,RPG
351970,RPG
402120,Action
402120,Adventure
402120,Indie
402120,RPG
306670,Action
306670,Adventure
406590,Action
406590,Adventure
329930,Action
329930,Adventure
406610,Action
406610,Adventure
391190,Indie
391190,Early Access
405170,Action
405170,Indie
405170,Racing
405170,Sports
361200,Adventure
361200,Simulation
403200,Action
403200,Adventure
403200,Indie
403200,RPG
412000,Action
412000,Casual
412000,Indie
412000,RPG
412000,Simulation
412000,Strategy
412440,Adventure
412440,Casual
412440,Simulation
412440,Strategy
411730,Adventure
411730,Casual
411730,Indie
411730,Simulation
278550,Simulation
368230,Indie
368230,Simulation
368230,Strategy
397440,Adventure
397440,Casual
401990,nan
401310,nan
406580,Action
406580,Adventure
404110,nan
404300,nan
402730,nan
330570,Action
330570,Indie
330570,Early Access
395420,Adventure
395420,Indie
395420,RPG
395600,Indie
395600,Simulation
395600,Strategy
384650,Indie
407720,Casual
405780,Adventure
405780,Indie
404750,Action
404750,Indie
404750,Early Access
406230,Audio Production
406230,Utilities
406230,Video Production
406240,Audio Production
406240,Utilities
393920,Indie
393920,Simulation
405700,Audio Production
405700,Utilities
405690,Audio Production
405690,Utilities
405690,Video Production
394890,nan
412430,Casual
412430,Indie
412430,Simulation
412430,Strategy
406190,Animation &amp; Modeling
406190,Video Production
395300,Action
395300,Indie
397180,Simulation
397180,Strategy
396790,Casual
396790,Indie
390470,Adventure
390470,Casual
390470,Indie
348540,Adventure
348540,Casual
348540,Indie
325974,Simulation
325973,Simulation
391630,Action
324470,Indie
324470,Racing
324470,Early Access
407920,Action
407920,Adventure
407920,Indie
414030,Adventure
414030,Indie
414030,Simulation
414030,Strategy
391780,Action
391780,Casual
391780,Free to Play
391780,Indie
327000,Indie
327000,Simulation
327000,Early Access
413850,nan
412870,Action
412870,Indie
395140,Action
395140,Indie
351060,Adventure
351060,Indie
406930,Action
406930,Casual
406930,Indie
402020,Adventure
395270,Adventure
395270,Indie
379546,Simulation
373420,Adventure
373420,Indie
373420,RPG
373420,Strategy
408170,Action
408170,Indie
390375,Casual
390375,Simulation
390376,Casual
390376,Simulation
390374,Casual
390374,Simulation
390377,Casual
390377,Simulation
390378,Casual
390378,Simulation
411690,nan
382466,RPG
382469,RPG
413680,Action
413680,Adventure
413680,Indie
379191,Action
344171,Action
344172,Action
344174,Action
344173,Action
344176,Action
344175,Action
282050,Racing
282050,Simulation
282050,Sports
344178,Action
344177,Action
409670,Action
409670,Free to Play
409670,Indie
344170,Action
300160,Casual
300160,Simulation
300160,Strategy
401628,Action
401628,Adventure
313101,Action
313101,Adventure
350171,Action
350171,Adventure
401623,Action
401623,Adventure
401624,Action
401624,Adventure
356470,Action
356470,Adventure
401622,Action
401622,Adventure
405030,Action
405030,Adventure
401621,Action
401621,Adventure
401620,Action
401620,Adventure
313102,Action
313102,Adventure
377970,Adventure
377970,Indie
408260,Adventure
408260,Indie
397430,Adventure
397430,Casual
413600,nan
383680,Adventure
383680,Indie
415040,Simulation
415221,Action
415221,Casual
415221,Indie
415221,Strategy
390290,Adventure
390290,Indie
269990,Adventure
269990,Indie
378040,Strategy
413991,Action
413991,Indie
414010,Adventure
414010,Indie
392860,Action
392860,Indie
375040,Action
375040,Casual
375040,Indie
375040,Simulation
414100,Action
414100,Indie
347730,Adventure
347730,Indie
414710,Adventure
414710,Indie
325977,Simulation
291770,Adventure
291770,Indie
374851,Simulation
407620,Action
407620,Indie
407620,Early Access
415560,Indie
415560,RPG
415560,Strategy
415550,Indie
415550,RPG
415550,Strategy
415540,Indie
415540,RPG
415540,Strategy
415340,Simulation
414670,Simulation
414672,Simulation
414673,Simulation
414675,Simulation
414674,Simulation
413990,Action
413990,Indie
414671,Simulation
410530,Animation &amp; Modeling
410530,Design &amp; Illustration
410530,Education
410530,Software Training
410530,Utilities
410531,Animation &amp; Modeling
410531,Design &amp; Illustration
410531,Education
410531,Software Training
410531,Utilities
411010,Animation &amp; Modeling
411010,Design &amp; Illustration
411010,Education
411010,Software Training
411010,Utilities
404410,Action
404410,Adventure
404410,Free to Play
404410,RPG
404410,Simulation
345720,Animation &amp; Modeling
345720,Design &amp; Illustration
345720,Education
345720,Software Training
345720,Utilities
404800,Action
404800,Adventure
404800,Free to Play
404800,RPG
404800,Simulation
401920,Action
401920,Adventure
406300,Action
406300,Casual
406300,Indie
406300,Sports
410440,Casual
410440,Indie
415580,Action
415580,Indie
